url,label
http://ba5mf36bcpweijmmb5jfysyz7p.club/gate/auth/961/index.html,1
http://g00gle-account-center.xyz/login.php,1
https://account-center.ml/gateway?url=http://metamask-security-confirm.xyz/login&next=verify&token=23816,1
http://185.220.101.5/cgi-bin/webscr?cmd=_login-submit,1
http://g00gle-account-center.net/login.php,1
http://security-netflix-verification-portal-update.com/account/signin/authenticate/step1/verify-password.php?client_id=26119,1
http://app1e-security-account-center.com/login.php,1
http://193.106.191.28/secure/verify-account.html,1
http://fedex-delivery-2fa-verification.club/verify/user/9677/security.php,1
http://91.240.118.172/auth/signin?session=581037,1
http://paypal-login-attempt.ga/verify/user/6157/security.php,1
http://appleid.secure.portal.ddns.net/signin?session_id=96554&redirect=account,1
https://auth-portal.rest/gateway?url=http://outlook-security-confirm.xyz/login&next=verify&token=49888,1
https://security-linkedin-verification-portal-update.com/account/signin/authenticate/step1/verify-password.php?client_id=11035,1
http://netf1ix-verify-account-center.xyz/login.php,1
http://193.106.191.28/verification/id/9919,1
http://app1e-security-account-center.cc/login.php,1
https://app1e-security-account-center.net/login.php,1
http://m00e9kdts1fb2vi109dcnwmbxe.gq/gate/auth/686/index.html,1
http://security-facebook-verification-portal-update.com/account/signin/authenticate/step1/verify-password.php?client_id=40945,1
https://netf1ix-verify-account-center.xyz/login.php,1
https://security-dropbox-verification-portal-update.com/account/signin/authenticate/step1/verify-password.php?client_id=97231,1
https://account-center.fit/gateway?url=http://instagram-security-confirm.xyz/login&next=verify&token=47294,1
https://security-office365-verification-portal-update.com/account/signin/authenticate/step1/verify-password.php?client_id=98137,1
